c_custkey|c_name|c_address|c_nationkey|c_phone|c_acctbal|c_mktsegment|c_comment|o_orderkey|o_custkey|o_orderstatus|o_totalprice|o_orderdate|o_orderpriority|o_clerk|o_shippriority|o_comment|l_orderkey|l_partkey|l_suppkey|l_linenumber|l_quantity|l_extendedprice|l_discount|l_tax|l_returnflag|l_linestatus|l_shipdate|l_commitdate|l_receiptdate|l_shipinstruct|l_shipmode|l_comment
5179|Customer#000005179|AMVR2PFI4 613QhXKiG1IQD8gfqIsc5H0p|18|28-596-949-1797|1007.07|BUILDING|nto beans. special, unusual packages are. express packages cajole atop t|319844|5179|F|241370.74|1995-01-16|3-MEDIUM|Clerk#000000330|0|final requests haggle along the deposit|319844|14068|333|4|49.00|48120.94|0.04|0.05|A|F|1995-04-05|1995-03-29|1995-04-28|DELIVER IN PERSON|SHIP| regular deposits haggle af
5179|Customer#000005179|AMVR2PFI4 613QhXKiG1IQD8gfqIsc5H0p|18|28-596-949-1797|1007.07|BUILDING|nto beans. special, unusual packages are. express packages cajole atop t|319844|5179|F|241370.74|1995-01-16|3-MEDIUM|Clerk#000000330|0|final requests haggle along the deposit|319844|3892|893|7|42.00|75427.38|0.01|0.00|A|F|1995-04-21|1995-04-16|1995-05-17|NONE|AIR|inal deposits thrash
5182|Customer#000005182|oJGUorgu9kc5CD3um1Kt,pNbCvX4|20|30-833-749-2346|6952.58|BUILDING|ccounts. carefully express ideas about the blithely final foxes sleep doggedly blithely close ins|267268|5182|F|57114.80|1995-01-10|3-MEDIUM|Clerk#000000678|0|nal notornis cajole across the blithely fi|267268|18751|288|2|10.00|16697.50|0.06|0.03|A|F|1995-04-24|1995-03-22|1995-05-12|TAKE BACK RETURN|MAIL|hely pending t
5182|Customer#000005182|oJGUorgu9kc5CD3um1Kt,pNbCvX4|20|30-833-749-2346|6952.58|BUILDING|ccounts. carefully express ideas about the blithely final foxes sleep doggedly blithely close ins|277378|5182|F|261551.38|1995-01-30|1-URGENT|Clerk#000000958|0|leep furiously furiously permanent excuses. silent deposits cajole ag|277378|13004|531|1|30.00|27510.00|0.07|0.07|A|F|1995-05-27|1995-04-07|1995-06-06|DELIVER IN PERSON|FOB|instructions. furious
5182|Customer#000005182|oJGUorgu9kc5CD3um1Kt,pNbCvX4|20|30-833-749-2346|6952.58|BUILDING|ccounts. carefully express ideas about the blithely final foxes sleep doggedly blithely close ins|277378|5182|F|261551.38|1995-01-30|1-URGENT|Clerk#000000958|0|leep furiously furiously permanent excuses. silent deposits cajole ag|277378|17469|4|2|29.00|40207.34|0.05|0.08|A|F|1995-05-11|1995-04-05|1995-05-14|TAKE BACK RETURN|TRUCK|te blithely ironic packages. bli
5182|Customer#000005182|oJGUorgu9kc5CD3um1Kt,pNbCvX4|20|30-833-749-2346|6952.58|BUILDING|ccounts. carefully express ideas about the blithely final foxes sleep doggedly blithely close ins|277378|5182|F|261551.38|1995-01-30|1-URGENT|Clerk#000000958|0|leep furiously furiously permanent excuses. silent deposits cajole ag|277378|4942|197|3|39.00|72030.66|0.00|0.07|R|F|1995-05-12|1995-03-26|1995-06-06|TAKE BACK RETURN|SHIP|re blithely e
5182|Customer#000005182|oJGUorgu9kc5CD3um1Kt,pNbCvX4|20|30-833-749-2346|6952.58|BUILDING|ccounts. carefully express ideas about the blithely final foxes sleep doggedly blithely close ins|277378|5182|F|261551.38|1995-01-30|1-URGENT|Clerk#000000958|0|leep furiously furiously permanent excuses. silent deposits cajole ag|277378|11045|568|6|29.00|27725.16|0.05|0.00|A|F|1995-05-01|1995-03-29|1995-05-13|COLLECT COD|MAIL|s along the carefully bold packag
5182|Customer#000005182|oJGUorgu9kc5CD3um1Kt,pNbCvX4|20|30-833-749-2346|6952.58|BUILDING|ccounts. carefully express ideas about the blithely final foxes sleep doggedly blithely close ins|481766|5182|F|216238.11|1995-01-30|4-NOT SPECIFIED|Clerk#000000718|0|x furiously pending warhorses. slyly bold acc|481766|2816|321|1|35.00|60158.35|0.06|0.08|R|F|1995-03-30|1995-04-11|1995-04-21|COLLECT COD|SHIP| grouches n
5182|Customer#000005182|oJGUorgu9kc5CD3um1Kt,pNbCvX4|20|30-833-749-2346|6952.58|BUILDING|ccounts. carefully express ideas about the blithely final foxes sleep doggedly blithely close ins|481766|5182|F|216238.11|1995-01-30|4-NOT SPECIFIED|Clerk#000000718|0|x furiously pending warhorses. slyly bold acc|481766|19189|997|2|3.00|3324.54|0.04|0.08|R|F|1995-05-03|1995-03-26|1995-05-28|COLLECT COD|TRUCK|lyly silent requests cajole gift
5182|Customer#000005182|oJGUorgu9kc5CD3um1Kt,pNbCvX4|20|30-833-749-2346|6952.58|BUILDING|ccounts. carefully express ideas about the blithely final foxes sleep doggedly blithely close ins|481766|5182|F|216238.11|1995-01-30|4-NOT SPECIFIED|Clerk#000000718|0|x furiously pending warhorses. slyly bold acc|481766|4170|425|3|9.00|9667.53|0.01|0.03|A|F|1995-05-15|1995-04-07|1995-06-02|NONE|REG AIR|packages. finally ironic foxes nag after t
5182|Customer#000005182|oJGUorgu9kc5CD3um1Kt,pNbCvX4|20|30-833-749-2346|6952.58|BUILDING|ccounts. carefully express ideas about the blithely final foxes sleep doggedly blithely close ins|481766|5182|F|216238.11|1995-01-30|4-NOT SPECIFIED|Clerk#000000718|0|x furiously pending warhorses. slyly bold acc|481766|15653|184|4|50.00|78432.50|0.00|0.00|R|F|1995-05-17|1995-03-02|1995-05-29|TAKE BACK RETURN|TRUCK|instructions. fluffily 
5182|Customer#000005182|oJGUorgu9kc5CD3um1Kt,pNbCvX4|20|30-833-749-2346|6952.58|BUILDING|ccounts. carefully express ideas about the blithely final foxes sleep doggedly blithely close ins|481766|5182|F|216238.11|1995-01-30|4-NOT SPECIFIED|Clerk#000000718|0|x furiously pending warhorses. slyly bold acc|481766|4808|317|5|11.00|18840.80|0.02|0.03|R|F|1995-05-10|1995-04-06|1995-05-28|NONE|AIR|thely requests. carefully even instr
5182|Customer#000005182|oJGUorgu9kc5CD3um1Kt,pNbCvX4|20|30-833-749-2346|6952.58|BUILDING|ccounts. carefully express ideas about the blithely final foxes sleep doggedly blithely close ins|481766|5182|F|216238.11|1995-01-30|4-NOT SPECIFIED|Clerk#000000718|0|x furiously pending warhorses. slyly bold acc|481766|17279|81|6|26.00|31103.02|0.03|0.05|R|F|1995-05-18|1995-04-03|1995-06-15|NONE|REG AIR|e furiously final deposits. regu
5182|Customer#000005182|oJGUorgu9kc5CD3um1Kt,pNbCvX4|20|30-833-749-2346|6952.58|BUILDING|ccounts. carefully express ideas about the blithely final foxes sleep doggedly blithely close ins|481766|5182|F|216238.11|1995-01-30|4-NOT SPECIFIED|Clerk#000000718|0|x furiously pending warhorses. slyly bold acc|481766|2453|454|7|10.00|13554.50|0.07|0.01|R|F|1995-05-24|1995-04-17|1995-06-09|NONE|SHIP|fully regular pack
5182|Customer#000005182|oJGUorgu9kc5CD3um1Kt,pNbCvX4|20|30-833-749-2346|6952.58|BUILDING|ccounts. carefully express ideas about the blithely final foxes sleep doggedly blithely close ins|598657|5182|P|292455.99|1995-03-20|4-NOT SPECIFIED|Clerk#000000997|0|s boost regular waters. even platelets nag quickly |598657|13873|874|1|40.00|71474.80|0.07|0.06|N|O|1995-06-18|1995-05-28|1995-07-08|NONE|FOB|he express, ironic dino
5182|Customer#000005182|oJGUorgu9kc5CD3um1Kt,pNbCvX4|20|30-833-749-2346|6952.58|BUILDING|ccounts. carefully express ideas about the blithely final foxes sleep doggedly blithely close ins|598657|5182|P|292455.99|1995-03-20|4-NOT SPECIFIED|Clerk#000000997|0|s boost regular waters. even platelets nag quickly |598657|6777|778|2|36.00|60615.72|0.05|0.06|A|F|1995-04-21|1995-06-15|1995-04-29|COLLECT COD|FOB|totes. carefully regu
5182|Customer#000005182|oJGUorgu9kc5CD3um1Kt,pNbCvX4|20|30-833-749-2346|6952.58|BUILDING|ccounts. carefully express ideas about the blithely final foxes sleep doggedly blithely close ins|598657|5182|P|292455.99|1995-03-20|4-NOT SPECIFIED|Clerk#000000997|0|s boost regular waters. even platelets nag quickly |598657|18590|127|3|26.00|39223.34|0.08|0.04|N|F|1995-06-02|1995-05-24|1995-06-18|TAKE BACK RETURN|FOB|efully express packages ha
5182|Customer#000005182|oJGUorgu9kc5CD3um1Kt,pNbCvX4|20|30-833-749-2346|6952.58|BUILDING|ccounts. carefully express ideas about the blithely final foxes sleep doggedly blithely close ins|598657|5182|P|292455.99|1995-03-20|4-NOT SPECIFIED|Clerk#000000997|0|s boost regular waters. even platelets nag quickly |598657|6447|960|4|29.00|39249.76|0.01|0.03|A|F|1995-04-07|1995-05-20|1995-05-06|COLLECT COD|TRUCK| wake carefully. regu
5182|Customer#000005182|oJGUorgu9kc5CD3um1Kt,pNbCvX4|20|30-833-749-2346|6952.58|BUILDING|ccounts. carefully express ideas about the blithely final foxes sleep doggedly blithely close ins|598657|5182|P|292455.99|1995-03-20|4-NOT SPECIFIED|Clerk#000000997|0|s boost regular waters. even platelets nag quickly |598657|13266|530|5|29.00|34198.54|0.08|0.02|A|F|1995-04-06|1995-06-18|1995-04-20|DELIVER IN PERSON|TRUCK|nstructions are. bold, 
5194|Customer#000005194|MPvPAaVohYdfe |19|29-672-805-1573|5333.45|BUILDING|l foxes about the foxes cajole slyly above the quickly ironic accounts-- express, final ideas wake qu|153701|5194|F|33156.44|1995-02-23|4-NOT SPECIFIED|Clerk#000000645|0|equests across the blithely unusual |153701|4805|314|1|20.00|34196.00|0.04|0.01|N|F|1995-06-07|1995-04-09|1995-06-20|TAKE BACK RETURN|RAIL|egular ideas. final i
5194|Customer#000005194|MPvPAaVohYdfe |19|29-672-805-1573|5333.45|BUILDING|l foxes about the foxes cajole slyly above the quickly ironic accounts-- express, final ideas wake qu|409632|5194|F|252895.37|1995-01-26|1-URGENT|Clerk#000000462|0|riously bold foxes. fluffily even frays sleep carefully against|409632|6740|997|1|4.00|6586.96|0.09|0.07|R|F|1995-04-20|1995-04-16|1995-05-20|TAKE BACK RETURN|TRUCK|inal accounts past the quickly regular requ
5194|Customer#000005194|MPvPAaVohYdfe |19|29-672-805-1573|5333.45|BUILDING|l foxes about the foxes cajole slyly above the quickly ironic accounts-- express, final ideas wake qu|409632|5194|F|252895.37|1995-01-26|1-URGENT|Clerk#000000462|0|riously bold foxes. fluffily even frays sleep carefully against|409632|9436|437|2|10.00|13454.30|0.03|0.08|A|F|1995-05-12|1995-02-27|1995-05-19|DELIVER IN PERSON|REG AIR|re according to the bol
5194|Customer#000005194|MPvPAaVohYdfe |19|29-672-805-1573|5333.45|BUILDING|l foxes about the foxes cajole slyly above the quickly ironic accounts-- express, final ideas wake qu|409632|5194|F|252895.37|1995-01-26|1-URGENT|Clerk#000000462|0|riously bold foxes. fluffily even frays sleep carefully against|409632|5719|720|3|13.00|21121.23|0.03|0.04|A|F|1995-05-05|1995-03-09|1995-05-26|DELIVER IN PERSON|SHIP|unts. bold depths should have to sleep slyl
5194|Customer#000005194|MPvPAaVohYdfe |19|29-672-805-1573|5333.45|BUILDING|l foxes about the foxes cajole slyly above the quickly ironic accounts-- express, final ideas wake qu|409632|5194|F|252895.37|1995-01-26|1-URGENT|Clerk#000000462|0|riously bold foxes. fluffily even frays sleep carefully against|409632|7630|888|5|49.00|75343.87|0.05|0.03|A|F|1995-05-09|1995-03-31|1995-05-26|TAKE BACK RETURN|REG AIR| blithely. final, bold foxes a
5195|Customer#000005195|HKUaIcAp2aC3ObXEGRcZ0lX|23|33-599-655-5438|9222.87|BUILDING|solve slyly. bold, ironic depths|405063|5195|F|381580.68|1995-03-03|3-MEDIUM|Clerk#000000301|0|ests wake quickly even ideas. packages are carefully pending pinto be|405063|8995|770|2|46.00|87583.54|0.10|0.02|A|F|1995-05-02|1995-05-18|1995-05-09|TAKE BACK RETURN|FOB|s. carefully e
5195|Customer#000005195|HKUaIcAp2aC3ObXEGRcZ0lX|23|33-599-655-5438|9222.87|BUILDING|solve slyly. bold, ironic depths|405063|5195|F|381580.68|1995-03-03|3-MEDIUM|Clerk#000000301|0|ests wake quickly even ideas. packages are carefully pending pinto be|405063|8468|243|3|36.00|49552.56|0.02|0.06|A|F|1995-04-23|1995-04-13|1995-04-25|DELIVER IN PERSON|FOB|yly even deposits. fluffily regula
5195|Customer#000005195|HKUaIcAp2aC3ObXEGRcZ0lX|23|33-599-655-5438|9222.87|BUILDING|solve slyly. bold, ironic depths|405063|5195|F|381580.68|1995-03-03|3-MEDIUM|Clerk#000000301|0|ests wake quickly even ideas. packages are carefully pending pinto be|405063|7232|233|4|35.00|39873.05|0.01|0.00|R|F|1995-04-30|1995-05-18|1995-05-03|DELIVER IN PERSON|TRUCK|ctions wake on the always 
5195|Customer#000005195|HKUaIcAp2aC3ObXEGRcZ0lX|23|33-599-655-5438|9222.87|BUILDING|solve slyly. bold, ironic depths|405063|5195|F|381580.68|1995-03-03|3-MEDIUM|Clerk#000000301|0|ests wake quickly even ideas. packages are carefully pending pinto be|405063|19392|393|5|36.00|47210.04|0.09|0.01|R|F|1995-04-16|1995-04-17|1995-05-05|NONE|REG AIR|l deposits. express packages wake
5195|Customer#000005195|HKUaIcAp2aC3ObXEGRcZ0lX|23|33-599-655-5438|9222.87|BUILDING|solve slyly. bold, ironic depths|405063|5195|F|381580.68|1995-03-03|3-MEDIUM|Clerk#000000301|0|ests wake quickly even ideas. packages are carefully pending pinto be|405063|806|307|7|42.00|71685.60|0.03|0.02|R|F|1995-04-13|1995-04-23|1995-05-03|TAKE BACK RETURN|RAIL| beans are. furious
5195|Customer#000005195|HKUaIcAp2aC3ObXEGRcZ0lX|23|33-599-655-5438|9222.87|BUILDING|solve slyly. bold, ironic depths|418245|5195|F|83880.10|1995-02-19|3-MEDIUM|Clerk#000000796|0|boost above the instructions. furiously expre|418245|777|528|1|50.00|83888.50|0.01|0.01|R|F|1995-05-29|1995-05-03|1995-06-11|COLLECT COD|AIR|r, ironic packages hi
5197|Customer#000005197|QGNEe46iY073Pqt1ppqHsIS18XtUczcU|14|24-325-518-6290|6474.55|BUILDING|ronic packages doze fluffily alongside of the furiously bold pains. furiously regul|199878|5197|F|142509.07|1995-02-03|1-URGENT|Clerk#000000112|0| pending asymptotes after the packages use carefully regul|199878|11720|721|1|6.00|9790.32|0.00|0.03|R|F|1995-03-31|1995-04-25|1995-04-22|TAKE BACK RETURN|FOB|en, ironic requests. special pinto bea
5197|Customer#000005197|QGNEe46iY073Pqt1ppqHsIS18XtUczcU|14|24-325-518-6290|6474.55|BUILDING|ronic packages doze fluffily alongside of the furiously bold pains. furiously regul|199878|5197|F|142509.07|1995-02-03|1-URGENT|Clerk#000000112|0| pending asymptotes after the packages use carefully regul|199878|13761|25|4|10.00|16747.60|0.08|0.01|R|F|1995-05-17|1995-03-16|1995-05-18|TAKE BACK RETURN|AIR|express foxes. unusual packa
5239|Customer#000005239|wUCvMsxFBC1eNDqZrYrcI9Ty237T|9|19-696-164-5513|1533.55|BUILDING|ly final requests maintain carefully quickly pending court|170471|5239|F|85340.69|1995-02-24|2-HIGH|Clerk#000000994|0|as. slyly ironic accounts was enticingly expres|170471|4382|891|1|40.00|51455.20|0.01|0.03|A|F|1995-05-19|1995-04-06|1995-05-22|COLLECT COD|RAIL| special dependencies wake carefully entic
5239|Customer#000005239|wUCvMsxFBC1eNDqZrYrcI9Ty237T|9|19-696-164-5513|1533.55|BUILDING|ly final requests maintain carefully quickly pending court|170471|5239|F|85340.69|1995-02-24|2-HIGH|Clerk#000000994|0|as. slyly ironic accounts was enticingly expres|170471|16170|171|2|30.00|32585.10|0.03|0.04|R|F|1995-05-18|1995-04-20|1995-06-17|COLLECT COD|SHIP|c packages! pinto beans ar
5249|Customer#000005249|gfnA dSyUfgkdNgAhY6M0Ii5qedBNznqmfX03y|22|32-420-995-1709|9635.32|BUILDING|ly final dependencies cajole quickly. special dinos cajole bold theodolites. pending dep|385826|5249|F|162894.50|1995-01-15|5-LOW|Clerk#000000870|0|inal, special asymptotes above the final accounts nod q|385826|12988|513|1|1.00|1900.98|0.03|0.03|R|F|1995-04-07|1995-03-14|1995-04-16|TAKE BACK RETURN|RAIL| haggle idl
5249|Customer#000005249|gfnA dSyUfgkdNgAhY6M0Ii5qedBNznqmfX03y|22|32-420-995-1709|9635.32|BUILDING|ly final dependencies cajole quickly. special dinos cajole bold theodolites. pending dep|385826|5249|F|162894.50|1995-01-15|5-LOW|Clerk#000000870|0|inal, special asymptotes above the final accounts nod q|385826|17204|205|5|39.00|43726.80|0.07|0.07|R|F|1995-04-22|1995-03-01|1995-05-01|TAKE BACK RETURN|FOB|latelets. special plate
5249|Customer#000005249|gfnA dSyUfgkdNgAhY6M0Ii5qedBNznqmfX03y|22|32-420-995-1709|9635.32|BUILDING|ly final dependencies cajole quickly. special dinos cajole bold theodolites. pending dep|385826|5249|F|162894.50|1995-01-15|5-LOW|Clerk#000000870|0|inal, special asymptotes above the final accounts nod q|385826|14407|408|6|48.00|63427.20|0.02|0.02|A|F|1995-04-14|1995-03-11|1995-05-12|DELIVER IN PERSON|REG AIR|ess foxes. careful
5261|Customer#000005261|cCgo3Y3xNn|9|19-292-997-5487|7978.09|BUILDING|ly blithely ironic requests; slyly ruthless instructions haggle! carefully even foxes cajole fluffily t|173120|5261|P|201820.67|1995-03-01|2-HIGH|Clerk#000000855|0|cording to the silent ideas cajole according to the furiously final acco|173120|19449|450|1|6.00|8210.64|0.06|0.00|R|F|1995-05-22|1995-05-02|1995-05-29|TAKE BACK RETURN|RAIL| regular accounts are sl
5261|Customer#000005261|cCgo3Y3xNn|9|19-292-997-5487|7978.09|BUILDING|ly blithely ironic requests; slyly ruthless instructions haggle! carefully even foxes cajole fluffily t|173120|5261|P|201820.67|1995-03-01|2-HIGH|Clerk#000000855|0|cording to the silent ideas cajole according to the furiously final acco|173120|10948|209|2|37.00|68780.78|0.01|0.07|N|O|1995-06-18|1995-05-02|1995-06-29|TAKE BACK RETURN|MAIL|nt hockey players? regular p
5261|Customer#000005261|cCgo3Y3xNn|9|19-292-997-5487|7978.09|BUILDING|ly blithely ironic requests; slyly ruthless instructions haggle! carefully even foxes cajole fluffily t|173120|5261|P|201820.67|1995-03-01|2-HIGH|Clerk#000000855|0|cording to the silent ideas cajole according to the furiously final acco|173120|7942|714|3|2.00|3699.88|0.04|0.08|R|F|1995-04-23|1995-04-18|1995-05-12|COLLECT COD|SHIP|ely among the u
5261|Customer#000005261|cCgo3Y3xNn|9|19-292-997-5487|7978.09|BUILDING|ly blithely ironic requests; slyly ruthless instructions haggle! carefully even foxes cajole fluffily t|173120|5261|P|201820.67|1995-03-01|2-HIGH|Clerk#000000855|0|cording to the silent ideas cajole according to the furiously final acco|173120|18676|677|4|43.00|68570.81|0.10|0.08|R|F|1995-05-09|1995-04-19|1995-05-11|TAKE BACK RETURN|MAIL|ans. fluff
5261|Customer#000005261|cCgo3Y3xNn|9|19-292-997-5487|7978.09|BUILDING|ly blithely ironic requests; slyly ruthless instructions haggle! carefully even foxes cajole fluffily t|173120|5261|P|201820.67|1995-03-01|2-HIGH|Clerk#000000855|0|cording to the silent ideas cajole according to the furiously final acco|173120|2593|350|6|16.00|23929.44|0.03|0.03|N|F|1995-06-13|1995-04-16|1995-07-09|TAKE BACK RETURN|REG AIR|ording to the ir
5261|Customer#000005261|cCgo3Y3xNn|9|19-292-997-5487|7978.09|BUILDING|ly blithely ironic requests; slyly ruthless instructions haggle! carefully even foxes cajole fluffily t|440803|5261|F|249571.49|1995-02-15|4-NOT SPECIFIED|Clerk#000000488|0| requests. furiously even deposits engage slyly about the carefu|440803|13944|734|1|46.00|85465.24|0.09|0.00|R|F|1995-03-30|1995-03-18|1995-04-04|NONE|REG AIR|nal, unusual platelets. theodolites i
5261|Customer#000005261|cCgo3Y3xNn|9|19-292-997-5487|7978.09|BUILDING|ly blithely ironic requests; slyly ruthless instructions haggle! carefully even foxes cajole fluffily t|440803|5261|F|249571.49|1995-02-15|4-NOT SPECIFIED|Clerk#000000488|0| requests. furiously even deposits engage slyly about the carefu|440803|7606|864|2|40.00|60544.00|0.08|0.00|N|F|1995-06-04|1995-04-19|1995-06-19|DELIVER IN PERSON|MAIL|uffily express 
5261|Customer#000005261|cCgo3Y3xNn|9|19-292-997-5487|7978.09|BUILDING|ly blithely ironic requests; slyly ruthless instructions haggle! carefully even foxes cajole fluffily t|440803|5261|F|249571.49|1995-02-15|4-NOT SPECIFIED|Clerk#000000488|0| requests. furiously even deposits engage slyly about the carefu|440803|8114|115|3|42.00|42928.62|0.00|0.07|A|F|1995-04-25|1995-04-03|1995-05-11|DELIVER IN PERSON|RAIL|lyly regular deposits. flu
5261|Customer#000005261|cCgo3Y3xNn|9|19-292-997-5487|7978.09|BUILDING|ly blithely ironic requests; slyly ruthless instructions haggle! carefully even foxes cajole fluffily t|440803|5261|F|249571.49|1995-02-15|4-NOT SPECIFIED|Clerk#000000488|0| requests. furiously even deposits engage slyly about the carefu|440803|6771|28|4|19.00|31877.63|0.04|0.01|R|F|1995-04-27|1995-04-01|1995-05-10|DELIVER IN PERSON|RAIL|es. furiously busy deposits b
5261|Customer#000005261|cCgo3Y3xNn|9|19-292-997-5487|7978.09|BUILDING|ly blithely ironic requests; slyly ruthless instructions haggle! carefully even foxes cajole fluffily t|440803|5261|F|249571.49|1995-02-15|4-NOT SPECIFIED|Clerk#000000488|0| requests. furiously even deposits engage slyly about the carefu|440803|13|264|5|43.00|39259.43|0.01|0.01|N|F|1995-05-30|1995-04-30|1995-06-18|TAKE BACK RETURN|MAIL|ithely special ideas. sl
5276|Customer#000005276|zhMkzw3RnzNdgPa4lfe|20|30-820-724-6982|1630.27|BUILDING|cording to the thinly quiet deposits. blithely ironic dependencies sleep blithe deposit|58049|5276|F|214114.02|1995-03-07|3-MEDIUM|Clerk#000000952|0|ages sleep furiously f|58049|19032|302|1|43.00|40894.29|0.07|0.05|N|F|1995-06-17|1995-04-30|1995-07-17|DELIVER IN PERSON|REG AIR|l requests will have to
5276|Customer#000005276|zhMkzw3RnzNdgPa4lfe|20|30-820-724-6982|1630.27|BUILDING|cording to the thinly quiet deposits. blithely ironic dependencies sleep blithe deposit|58049|5276|F|214114.02|1995-03-07|3-MEDIUM|Clerk#000000952|0|ages sleep furiously f|58049|14542|807|2|26.00|37870.04|0.03|0.05|A|F|1995-04-17|1995-05-01|1995-04-29|NONE|REG AIR|he unusual excu
5276|Customer#000005276|zhMkzw3RnzNdgPa4lfe|20|30-820-724-6982|1630.27|BUILDING|cording to the thinly quiet deposits. blithely ironic dependencies sleep blithe deposit|58049|5276|F|214114.02|1995-03-07|3-MEDIUM|Clerk#000000952|0|ages sleep furiously f|58049|5131|132|4|2.00|2072.26|0.06|0.00|R|F|1995-04-22|1995-06-02|1995-05-12|COLLECT COD|FOB|ng requests doubt quickly unusual, blith
